n_boot_valid,pesticide_mean,pesticide_sd,habitat_mean,habitat_sd,climate_mean,climate_sd
300,0.09954449037148368,0.16195468669797783,0.15786408052929382,0.19867953268664781,0.7425914290992225,0.23185742958923616
